Date,Price,Date_From,Date_To
2016-06-24,5.79,2016-10-07,2016-10-28
2016-06-24,5.79,2016-10-07,2016-11-04
2016-06-24,5.79,2016-10-14,2016-11-04
2016-06-24,5.79,2016-10-14,2016-11-11
2016-06-24,5.79,2016-10-21,2016-11-11
2016-06-24,5.79,2016-10-21,2016-11-18
2016-06-24,5.79,2016-10-28,2016-11-18
2016-06-24,5.79,2016-10-28,2016-11-25
2016-06-24,19.71,2016-07-22,2016-08-12
2016-06-24,19.71,2016-07-22,2016-08-19
2016-06-24,19.71,2016-07-29,2016-08-19
2016-06-24,19.71,2016-07-29,2016-08-26
2016-06-24,19.71,2016-08-05,2016-08-26
2016-06-24,19.71,2016-08-05,2016-09-02
2016-06-24,19.71,2016-08-12,2016-09-02
2016-06-24,19.71,2016-08-12,2016-09-09
2016-06-24,23.50,2016-07-01,2016-07-22
2016-06-24,23.50,2016-07-01,2016-07-29
2016-06-24,23.50,2016-07-08,2016-07-29
2016-06-24,23.50,2016-07-08,2016-08-05
2016-06-24,23.50,2016-07-15,2016-08-05
2016-06-24,23.50,2016-07-15,2016-08-12
2016-06-24,109.83,2016-06-24,2016-07-15
2016-06-24,109.83,2016-06-24,2016-07-22
2016-06-24,4.66,2016-08-19,2016-09-09
2016-06-24,4.66,2016-08-19,2016-09-16
2016-06-24,4.66,2016-08-26,2016-09-16
2016-06-24,4.66,2016-08-26,2016-09-23
2016-06-24,4.91,2016-09-02,2016-09-23
2016-06-24,4.91,2016-09-09,2016-09-30
2016-06-24,4.91,2016-09-16,2016-10-07
2016-06-24,4.91,2016-09-23,2016-10-14
2016-06-24,4.91,2016-09-30,2016-10-21
2016-06-24,5.34,2016-09-02,2016-09-30
2016-06-24,5.34,2016-09-09,2016-10-07
2016-06-24,5.34,2016-09-16,2016-10-14
2016-06-24,5.34,2016-09-23,2016-10-21
2016-06-24,5.34,2016-09-30,2016-10-28
2016-06-24,5.79,2016-10-07,2016-10-28
2016-06-24,5.79,2016-10-07,2016-11-04
2016-06-24,5.79,2016-10-14,2016-11-04
2016-06-24,5.79,2016-10-14,2016-11-11
2016-06-24,5.79,2016-10-21,2016-11-11
2016-06-24,5.79,2016-10-21,2016-11-18
2016-06-24,5.79,2016-10-28,2016-11-18
2016-06-24,5.79,2016-10-28,2016-11-25
2016-06-24,19.71,2016-07-22,2016-08-12
2016-06-24,19.71,2016-07-22,2016-08-19
2016-06-24,19.71,2016-07-29,2016-08-19
2016-06-24,19.71,2016-07-29,2016-08-26
2016-06-24,19.71,2016-08-05,2016-08-26
2016-06-24,19.71,2016-08-05,2016-09-02
2016-06-24,19.71,2016-08-12,2016-09-02
2016-06-24,19.71,2016-08-12,2016-09-09
2016-06-24,23.50,2016-07-01,2016-07-22
2016-06-24,23.50,2016-07-01,2016-07-29
2016-06-24,23.50,2016-07-08,2016-08-05
2016-06-24,23.50,2016-07-15,2016-08-05
2016-06-24,23.50,2016-07-15,2016-08-12
2016-06-24,782.00,2016-06-24,2016-07-15
2016-06-24,782.00,2016-06-24,2016-07-22
2016-06-24,4.66,2016-08-19,2016-09-09
2016-06-24,4.66,2016-08-19,2016-09-16
2016-06-24,4.66,2016-08-26,2016-09-16
2016-06-24,4.66,2016-08-26,2016-09-23
2016-06-24,4.91,2016-09-02,2016-09-23
2016-06-24,4.91,2016-09-09,2016-09-30
2016-06-24,4.91,2016-09-16,2016-10-07
2016-06-24,4.91,2016-09-23,2016-10-14
2016-06-24,4.91,2016-09-30,2016-10-21
2016-06-24,5.34,2016-09-02,2016-09-30
2016-06-24,5.34,2016-09-09,2016-10-07
2016-06-24,5.34,2016-09-16,2016-10-14
2016-06-24,5.34,2016-09-23,2016-10-21
2016-06-24,5.34,2016-09-30,2016-10-28
2016-06-24,5.79,2016-10-07,2016-10-28
2016-06-24,5.79,2016-10-07,2016-11-04
2016-06-24,5.79,2016-10-14,2016-11-04
2016-06-24,5.79,2016-10-14,2016-11-11
2016-06-24,5.79,2016-10-21,2016-11-11
2016-06-24,5.79,2016-10-21,2016-11-18
2016-06-24,5.79,2016-10-28,2016-11-18
2016-06-24,5.79,2016-10-28,2016-11-25
2016-06-24,19.71,2016-07-22,2016-08-12
2016-06-24,19.71,2016-07-22,2016-08-19
2016-06-24,19.71,2016-07-29,2016-08-19
2016-06-24,19.71,2016-07-29,2016-08-26
2016-06-24,19.71,2016-08-05,2016-08-26
2016-06-24,19.71,2016-08-05,2016-09-02
2016-06-24,19.71,2016-08-12,2016-09-02
2016-06-24,19.71,2016-08-12,2016-09-09
2016-06-24,23.50,2016-07-01,2016-07-22
2016-06-24,23.50,2016-07-01,2016-07-29
2016-06-24,23.50,2016-07-08,2016-07-29
2016-06-24,23.50,2016-07-08,2016-08-05
2016-06-24,23.50,2016-07-15,2016-08-05
2016-06-24,23.50,2016-07-15,2016-08-12
2016-06-24,782.00,2016-06-24,2016-07-15
2016-06-24,782.00,2016-06-24,2016-07-22
2016-06-25,4.66,2016-08-19,2016-09-09
2016-06-25,4.66,2016-08-19,2016-09-16
2016-06-25,4.66,2016-08-26,2016-09-16
2016-06-25,4.66,2016-08-26,2016-09-23
2016-06-25,4.91,2016-09-02,2016-09-23
2016-06-25,4.91,2016-09-09,2016-09-30
2016-06-25,4.91,2016-09-16,2016-10-07
2016-06-25,4.91,2016-09-23,2016-10-14
2016-06-25,4.91,2016-09-30,2016-10-21
2016-06-25,5.34,2016-09-02,2016-09-30
2016-06-25,5.34,2016-09-09,2016-10-07
2016-06-25,5.34,2016-09-16,2016-10-14
2016-06-25,5.34,2016-09-23,2016-10-21
2016-06-25,5.34,2016-09-30,2016-10-28
2016-06-25,5.79,2016-10-07,2016-10-28
2016-06-25,5.79,2016-10-07,2016-11-04
2016-06-25,5.79,2016-10-14,2016-11-04
2016-06-25,5.79,2016-10-14,2016-11-11
2016-06-25,5.79,2016-10-21,2016-11-11
2016-06-25,5.79,2016-10-21,2016-11-18
2016-06-25,5.79,2016-10-28,2016-11-18
2016-06-25,5.79,2016-10-28,2016-11-25
2016-06-25,19.71,2016-07-22,2016-08-12
2016-06-25,19.71,2016-07-22,2016-08-19
2016-06-25,19.71,2016-07-29,2016-08-19
2016-06-25,19.71,2016-07-29,2016-08-26
2016-06-25,19.71,2016-08-05,2016-08-26
2016-06-25,19.71,2016-08-05,2016-09-02
2016-06-25,19.71,2016-08-12,2016-09-02
2016-06-25,19.71,2016-08-12,2016-09-09
2016-06-25,23.50,2016-07-01,2016-07-22
2016-06-25,23.50,2016-07-01,2016-07-29
2016-06-25,23.50,2016-07-08,2016-07-29
2016-06-25,23.50,2016-07-08,2016-08-05
2016-06-25,23.50,2016-07-15,2016-08-05
2016-06-25,23.50,2016-07-15,2016-08-12
2016-06-25,4.66,2016-08-19,2016-09-09
2016-06-25,4.66,2016-08-19,2016-09-16
2016-06-25,4.66,2016-08-26,2016-09-16
2016-06-25,4.66,2016-08-26,2016-09-23
2016-06-25,4.91,2016-09-02,2016-09-23
2016-06-25,4.91,2016-09-09,2016-09-30
2016-06-25,4.91,2016-09-16,2016-10-07
2016-06-25,4.91,2016-09-23,2016-10-14
2016-06-25,4.91,2016-09-30,2016-10-21
2016-06-25,5.34,2016-09-02,2016-09-30
2016-06-25,5.34,2016-09-09,2016-10-07
2016-06-25,5.34,2016-09-16,2016-10-14
2016-06-25,5.34,2016-09-23,2016-10-21
2016-06-25,5.34,2016-09-30,2016-10-28
2016-06-25,5.79,2016-10-07,2016-10-28
2016-06-25,5.79,2016-10-07,2016-11-04
2016-06-25,5.79,2016-10-14,2016-11-04
2016-06-25,5.79,2016-10-14,2016-11-11
2016-06-25,5.79,2016-10-21,2016-11-11
2016-06-25,5.79,2016-10-21,2016-11-18
2016-06-25,5.79,2016-10-28,2016-11-25
2016-06-25,19.71,2016-07-22,2016-08-12
2016-06-25,19.71,2016-07-22,2016-08-19
2016-06-25,19.71,2016-07-29,2016-08-19
2016-06-25,19.71,2016-07-29,2016-08-26
2016-06-25,19.71,2016-08-05,2016-08-26
2016-06-25,19.71,2016-08-05,2016-09-02
2016-06-25,19.71,2016-08-12,2016-09-02
2016-06-25,19.71,2016-08-12,2016-09-09
2016-06-25,23.50,2016-07-01,2016-07-22
2016-06-25,23.50,2016-07-01,2016-07-29
2016-06-25,23.50,2016-07-08,2016-07-29
2016-06-25,23.50,2016-07-08,2016-08-05
2016-06-25,23.50,2016-07-15,2016-08-05
2016-06-25,23.50,2016-07-15,2016-08-12
2016-06-25,4.66,2016-08-19,2016-09-09
2016-06-25,4.66,2016-08-19,2016-09-16
2016-06-25,4.66,2016-08-26,2016-09-16
2016-06-25,4.66,2016-08-26,2016-09-23
2016-06-25,4.91,2016-09-02,2016-09-23
2016-06-25,4.91,2016-09-09,2016-09-30
2016-06-25,4.91,2016-09-16,2016-10-07
2016-06-25,4.91,2016-09-23,2016-10-14
2016-06-25,4.91,2016-09-30,2016-10-21
2016-06-25,5.34,2016-09-02,2016-09-30
2016-06-25,5.34,2016-09-09,2016-10-07
2016-06-25,5.34,2016-09-16,2016-10-14
2016-06-25,5.34,2016-09-23,2016-10-21
2016-06-25,5.34,2016-09-30,2016-10-28
2016-06-25,5.79,2016-10-07,2016-10-28
2016-06-25,5.79,2016-10-07,2016-11-04
2016-06-25,5.79,2016-10-14,2016-11-04
2016-06-25,5.79,2016-10-14,2016-11-11
2016-06-25,5.79,2016-10-21,2016-11-11
2016-06-25,5.79,2016-10-21,2016-11-18
2016-06-25,5.79,2016-10-28,2016-11-18
2016-06-25,5.79,2016-10-28,2016-11-25
2016-06-25,19.71,2016-07-22,2016-08-12
2016-06-25,19.71,2016-07-22,2016-08-19
2016-06-25,19.71,2016-07-29,2016-08-19
2016-06-25,19.71,2016-07-29,2016-08-26
2016-06-25,19.71,2016-08-05,2016-08-26
2016-06-25,19.71,2016-08-05,2016-09-02
2016-06-25,19.71,2016-08-12,2016-09-02
2016-06-25,19.71,2016-08-12,2016-09-09
2016-06-25,23.50,2016-07-01,2016-07-22
2016-06-25,23.50,2016-07-01,2016-07-29
2016-06-25,23.50,2016-07-08,2016-07-29
2016-06-25,23.50,2016-07-08,2016-08-05
2016-06-25,23.50,2016-07-15,2016-08-05
2016-06-25,23.50,2016-07-15,2016-08-12
2016-06-27,4.66,2016-08-19,2016-09-09
2016-06-27,4.66,2016-08-19,2016-09-16
2016-06-27,4.66,2016-08-26,2016-09-16
2016-06-27,4.66,2016-08-26,2016-09-23
2016-06-27,4.91,2016-09-02,2016-09-23
2016-06-27,4.91,2016-09-09,2016-09-30
2016-06-27,4.91,2016-09-16,2016-10-07
2016-06-27,4.91,2016-09-23,2016-10-14
2016-06-27,4.91,2016-09-30,2016-10-21
2016-06-27,5.34,2016-09-02,2016-09-30
2016-06-27,5.34,2016-09-09,2016-10-07
2016-06-27,5.34,2016-09-16,2016-10-14
2016-06-27,5.34,2016-09-23,2016-10-21
2016-06-27,5.34,2016-09-30,2016-10-28
2016-06-27,5.79,2016-10-07,2016-10-28
2016-06-27,5.79,2016-10-14,2016-11-04
2016-06-27,5.79,2016-10-14,2016-11-11
2016-06-27,5.79,2016-10-21,2016-11-11
2016-06-27,5.79,2016-10-21,2016-11-18
2016-06-27,5.79,2016-10-28,2016-11-18
2016-06-27,5.79,2016-10-28,2016-11-25
2016-06-27,19.71,2016-07-22,2016-08-12
2016-06-27,19.71,2016-07-22,2016-08-19
2016-06-27,19.71,2016-07-29,2016-08-19
2016-06-27,19.71,2016-07-29,2016-08-26
2016-06-27,19.71,2016-08-05,2016-08-26
2016-06-27,19.71,2016-08-05,2016-09-02
2016-06-27,19.71,2016-08-12,2016-09-02
2016-06-27,19.71,2016-08-12,2016-09-09
2016-06-27,27.21,2016-07-01,2016-07-22
2016-06-27,27.21,2016-07-01,2016-07-29
2016-06-27,27.21,2016-07-08,2016-07-29
2016-06-27,27.21,2016-07-08,2016-08-05
2016-06-27,27.21,2016-07-15,2016-08-05
2016-06-27,27.21,2016-07-15,2016-08-12
2016-06-27,4.66,2016-08-19,2016-09-09
2016-06-27,4.66,2016-08-19,2016-09-16
2016-06-27,4.66,2016-08-26,2016-09-16
2016-06-27,4.66,2016-08-26,2016-09-23
2016-06-27,4.91,2016-09-02,2016-09-23
2016-06-27,4.91,2016-09-09,2016-09-30
2016-06-27,4.91,2016-09-16,2016-10-07
2016-06-27,4.91,2016-09-23,2016-10-14
2016-06-27,4.91,2016-09-30,2016-10-21
2016-06-27,5.34,2016-09-02,2016-09-30
2016-06-27,5.34,2016-09-09,2016-10-07
2016-06-27,5.34,2016-09-16,2016-10-14
2016-06-27,5.34,2016-09-23,2016-10-21
2016-06-27,5.34,2016-09-30,2016-10-28
2016-06-27,5.79,2016-10-07,2016-10-28
2016-06-27,5.79,2016-10-07,2016-11-04
2016-06-27,5.79,2016-10-14,2016-11-04
2016-06-27,5.79,2016-10-14,2016-11-11
2016-06-27,5.79,2016-10-21,2016-11-11
2016-06-27,5.79,2016-10-21,2016-11-18
2016-06-27,5.79,2016-10-28,2016-11-18
2016-06-27,5.79,2016-10-28,2016-11-25
2016-06-27,19.71,2016-07-22,2016-08-12
2016-06-27,19.71,2016-07-22,2016-08-19
2016-06-27,19.71,2016-07-29,2016-08-19
2016-06-27,19.71,2016-07-29,2016-08-26
2016-06-27,19.71,2016-08-05,2016-08-26
2016-06-27,19.71,2016-08-05,2016-09-02
2016-06-27,19.71,2016-08-12,2016-09-02
2016-06-27,19.71,2016-08-12,2016-09-09
2016-06-27,27.21,2016-07-01,2016-07-22
2016-06-27,27.21,2016-07-01,2016-07-29
2016-06-27,27.21,2016-07-08,2016-07-29
2016-06-27,27.21,2016-07-08,2016-08-05
2016-06-27,27.21,2016-07-15,2016-08-05
2016-06-27,27.21,2016-07-15,2016-08-12
2016-06-27,4.66,2016-08-19,2016-09-09
2016-06-27,4.66,2016-08-19,2016-09-16
2016-06-27,4.66,2016-08-26,2016-09-23
2016-06-27,4.91,2016-09-02,2016-09-23
2016-06-27,4.91,2016-09-09,2016-09-30
2016-06-27,4.91,2016-09-16,2016-10-07
2016-06-27,4.91,2016-09-23,2016-10-14
2016-06-27,4.91,2016-09-30,2016-10-21
2016-06-27,5.34,2016-09-02,2016-09-30
2016-06-27,5.34,2016-09-09,2016-10-07
2016-06-27,5.34,2016-09-16,2016-10-14
2016-06-27,5.34,2016-09-23,2016-10-21
2016-06-27,5.34,2016-09-30,2016-10-28
2016-06-27,5.79,2016-10-07,2016-10-28
2016-06-27,5.79,2016-10-07,2016-11-04
2016-06-27,5.79,2016-10-14,2016-11-04
2016-06-27,5.79,2016-10-14,2016-11-11
2016-06-27,5.79,2016-10-21,2016-11-11
2016-06-27,5.79,2016-10-21,2016-11-18
2016-06-27,5.79,2016-10-28,2016-11-18
2016-06-27,5.79,2016-10-28,2016-11-25
2016-06-27,19.71,2016-07-22,2016-08-12
2016-06-27,19.71,2016-07-22,2016-08-19
2016-06-27,19.71,2016-07-29,2016-08-19
2016-06-27,19.71,2016-07-29,2016-08-26
2016-06-27,19.71,2016-08-05,2016-08-26
2016-06-27,19.71,2016-08-05,2016-09-02
2016-06-27,19.71,2016-08-12,2016-09-02
2016-06-27,19.71,2016-08-12,2016-09-09
2016-06-27,20.41,2016-07-01,2016-07-22
2016-06-27,20.41,2016-07-01,2016-07-29
2016-06-27,20.41,2016-07-08,2016-07-29
2016-06-27,20.41,2016-07-08,2016-08-05
2016-06-27,20.41,2016-07-15,2016-08-05
2016-06-27,20.41,2016-07-15,2016-08-12
2016-06-28,4.66,2016-08-19,2016-09-09
2016-06-28,4.66,2016-08-19,2016-09-16
2016-06-28,4.66,2016-08-26,2016-09-16
2016-06-28,4.66,2016-08-26,2016-09-23
2016-06-28,4.91,2016-09-02,2016-09-23
2016-06-28,4.91,2016-09-09,2016-09-30
2016-06-28,4.91,2016-09-16,2016-10-07
2016-06-28,4.91,2016-09-23,2016-10-14
2016-06-28,4.91,2016-09-30,2016-10-21
2016-06-28,5.34,2016-09-02,2016-09-30
2016-06-28,5.34,2016-09-09,2016-10-07
2016-06-28,5.34,2016-09-16,2016-10-14
2016-06-28,5.34,2016-09-23,2016-10-21
2016-06-28,5.34,2016-09-30,2016-10-28
2016-06-28,5.79,2016-10-07,2016-10-28
2016-06-28,5.79,2016-10-07,2016-11-04
2016-06-28,5.79,2016-10-14,2016-11-04
2016-06-28,5.79,2016-10-14,2016-11-11
2016-06-28,5.79,2016-10-21,2016-11-11
2016-06-28,5.79,2016-10-21,2016-11-18
2016-06-28,5.79,2016-10-28,2016-11-18
2016-06-28,5.79,2016-10-28,2016-11-25
2016-06-28,19.71,2016-07-22,2016-08-12
2016-06-28,19.71,2016-07-22,2016-08-19
2016-06-28,19.71,2016-07-29,2016-08-19
2016-06-28,19.71,2016-07-29,2016-08-26
2016-06-28,19.71,2016-08-05,2016-08-26
2016-06-28,19.71,2016-08-05,2016-09-02
2016-06-28,19.71,2016-08-12,2016-09-02
2016-06-28,19.71,2016-08-12,2016-09-09
2016-06-28,20.41,2016-07-01,2016-07-22
2016-06-28,20.41,2016-07-01,2016-07-29
2016-06-28,20.41,2016-07-08,2016-07-29
2016-06-28,20.41,2016-07-08,2016-08-05
2016-06-28,20.41,2016-07-15,2016-08-05
2016-06-28,20.41,2016-07-15,2016-08-12
2016-06-30,4.66,2016-08-19,2016-09-09
2016-06-30,4.66,2016-08-19,2016-09-16
2016-06-30,4.66,2016-08-26,2016-09-16
2016-06-30,4.66,2016-08-26,2016-09-23
2016-06-30,4.91,2016-09-02,2016-09-23
2016-06-30,4.91,2016-09-09,2016-09-30
2016-06-30,4.91,2016-09-16,2016-10-07
2016-06-30,4.91,2016-09-23,2016-10-14
2016-06-30,4.91,2016-09-30,2016-10-21
2016-06-30,5.34,2016-09-02,2016-09-30
2016-06-30,5.34,2016-09-09,2016-10-07
2016-06-30,5.34,2016-09-16,2016-10-14
2016-06-30,5.34,2016-09-23,2016-10-21
2016-06-30,5.34,2016-09-30,2016-10-28
2016-06-30,5.79,2016-10-07,2016-10-28
2016-06-30,5.79,2016-10-07,2016-11-04
2016-06-30,5.79,2016-10-14,2016-11-04
2016-06-30,5.79,2016-10-14,2016-11-11
2016-06-30,5.79,2016-10-21,2016-11-11
2016-06-30,5.79,2016-10-21,2016-11-18
2016-06-30,5.79,2016-10-28,2016-11-18
2016-06-30,5.79,2016-10-28,2016-11-25
2016-06-30,24.92,2016-07-22,2016-08-12
2016-06-30,24.92,2016-07-22,2016-08-19
2016-06-30,24.92,2016-07-29,2016-08-19
2016-06-30,24.92,2016-07-29,2016-08-26
2016-06-30,24.92,2016-08-05,2016-08-26
2016-06-30,24.92,2016-08-05,2016-09-02
2016-06-30,24.92,2016-08-12,2016-09-02
2016-06-30,24.92,2016-08-12,2016-09-09
2016-06-30,120.00,2016-07-01,2016-07-22
2016-06-30,120.00,2016-07-01,2016-07-29
2016-06-30,120.00,2016-07-08,2016-07-29
2016-06-30,120.00,2016-07-08,2016-08-05
2016-06-30,120.00,2016-07-15,2016-08-05
2016-06-30,120.00,2016-07-15,2016-08-12
2016-07-01,4.66,2016-08-19,2016-09-09
2016-07-01,4.66,2016-08-19,2016-09-16
2016-07-01,4.66,2016-08-26,2016-09-16
2016-07-01,4.66,2016-08-26,2016-09-23
2016-07-01,4.91,2016-09-02,2016-09-23
2016-07-01,4.91,2016-09-09,2016-09-30
2016-07-01,4.91,2016-09-16,2016-10-07
2016-07-01,4.91,2016-09-23,2016-10-14
2016-07-01,4.91,2016-09-30,2016-10-21
2016-07-01,5.34,2016-09-02,2016-09-30
2016-07-01,5.34,2016-09-09,2016-10-07
2016-07-01,5.34,2016-09-16,2016-10-14
2016-07-01,5.34,2016-09-23,2016-10-21
2016-07-01,5.34,2016-09-30,2016-10-28
2016-07-01,5.79,2016-10-07,2016-10-28
2016-07-01,5.79,2016-10-07,2016-11-04
2016-07-01,5.79,2016-10-14,2016-11-04
2016-07-01,5.79,2016-10-14,2016-11-11
2016-07-01,5.79,2016-10-21,2016-11-11
2016-07-01,5.79,2016-10-21,2016-11-18
2016-07-01,5.79,2016-10-28,2016-11-18
2016-07-01,5.79,2016-10-28,2016-11-25
2016-07-01,24.92,2016-07-22,2016-08-12
2016-07-01,24.92,2016-07-22,2016-08-19
2016-07-01,24.92,2016-07-29,2016-08-19
2016-07-01,24.92,2016-07-29,2016-08-26
2016-07-01,24.92,2016-08-05,2016-08-26
2016-07-01,24.92,2016-08-05,2016-09-02
2016-07-01,24.92,2016-08-12,2016-09-02
2016-07-01,24.92,2016-08-12,2016-09-09
2016-07-01,120.00,2016-07-01,2016-07-22
2016-07-01,120.00,2016-07-01,2016-07-29
2016-07-01,120.00,2016-07-08,2016-07-29
2016-07-01,120.00,2016-07-08,2016-08-05
2016-07-01,120.00,2016-07-15,2016-08-05
2016-07-01,4.66,2016-08-19,2016-09-09
2016-07-01,4.66,2016-08-19,2016-09-16
2016-07-01,4.66,2016-08-26,2016-09-16
2016-07-01,4.66,2016-08-26,2016-09-23
2016-07-01,4.91,2016-09-02,2016-09-23
2016-07-01,4.91,2016-09-09,2016-09-30
2016-07-01,4.91,2016-09-16,2016-10-07
2016-07-01,4.91,2016-09-23,2016-10-14
2016-07-01,4.91,2016-09-30,2016-10-21
2016-07-01,5.34,2016-09-02,2016-09-30
2016-07-01,5.34,2016-09-09,2016-10-07
2016-07-01,5.34,2016-09-16,2016-10-14
2016-07-01,5.34,2016-09-23,2016-10-21
2016-07-01,5.34,2016-09-30,2016-10-28
2016-07-01,5.79,2016-10-07,2016-10-28
2016-07-01,5.79,2016-10-07,2016-11-04
2016-07-01,5.79,2016-10-14,2016-11-04
2016-07-01,5.79,2016-10-14,2016-11-11
2016-07-01,5.79,2016-10-21,2016-11-11
2016-07-01,5.79,2016-10-21,2016-11-18
2016-07-01,5.79,2016-10-28,2016-11-18
2016-07-01,5.79,2016-10-28,2016-11-25
2016-07-01,24.92,2016-07-22,2016-08-12
2016-07-01,24.92,2016-07-22,2016-08-19
2016-07-01,24.92,2016-07-29,2016-08-19
2016-07-01,24.92,2016-07-29,2016-08-26
2016-07-01,24.92,2016-08-05,2016-08-26
2016-07-01,24.92,2016-08-05,2016-09-02
2016-07-01,24.92,2016-08-12,2016-09-02
2016-07-01,24.92,2016-08-12,2016-09-09
2016-07-01,120.00,2016-07-01,2016-07-22
2016-07-01,120.00,2016-07-01,2016-07-29
2016-07-01,120.00,2016-07-08,2016-07-29
2016-07-01,120.00,2016-07-08,2016-08-05
2016-07-01,120.00,2016-07-15,2016-08-05
2016-07-01,120.00,2016-07-15,2016-08-12
2016-07-02,4.66,2016-08-19,2016-09-09
2016-07-02,4.66,2016-08-19,2016-09-16
2016-07-02,4.66,2016-08-26,2016-09-16
2016-07-02,4.66,2016-08-26,2016-09-23
2016-07-02,4.91,2016-09-02,2016-09-23
2016-07-02,4.91,2016-09-09,2016-09-30
2016-07-02,4.91,2016-09-16,2016-10-07
2016-07-02,4.91,2016-09-23,2016-10-14
2016-07-02,4.91,2016-09-30,2016-10-21
2016-07-02,5.34,2016-09-02,2016-09-30
2016-07-02,5.34,2016-09-09,2016-10-07
2016-07-02,5.34,2016-09-16,2016-10-14
2016-07-02,5.34,2016-09-23,2016-10-21
2016-07-02,5.34,2016-09-30,2016-10-28
2016-07-02,5.79,2016-10-07,2016-10-28
2016-07-02,5.79,2016-10-07,2016-11-04
2016-07-02,5.79,2016-10-14,2016-11-04
2016-07-02,5.79,2016-10-14,2016-11-11
2016-07-02,5.79,2016-10-21,2016-11-11
2016-07-02,5.79,2016-10-21,2016-11-18
2016-07-02,5.79,2016-10-28,2016-11-18
2016-07-02,5.79,2016-10-28,2016-11-25
2016-07-02,24.92,2016-07-22,2016-08-12
2016-07-02,24.92,2016-07-22,2016-08-19
2016-07-02,24.92,2016-07-29,2016-08-19
2016-07-02,24.92,2016-07-29,2016-08-26
2016-07-02,24.92,2016-08-05,2016-08-26
2016-07-02,24.92,2016-08-05,2016-09-02
2016-07-02,24.92,2016-08-12,2016-09-02
2016-07-02,24.92,2016-08-12,2016-09-09
2016-07-02,120.00,2016-07-08,2016-07-29
2016-07-02,120.00,2016-07-08,2016-08-05
2016-07-02,120.00,2016-07-15,2016-08-05
2016-07-02,120.00,2016-07-15,2016-08-12
2016-07-05,4.66,2016-08-19,2016-09-09
2016-07-05,4.66,2016-08-19,2016-09-16
2016-07-05,4.66,2016-08-26,2016-09-16
2016-07-05,4.66,2016-08-26,2016-09-23
2016-07-05,4.91,2016-09-02,2016-09-23
2016-07-05,4.91,2016-09-09,2016-09-30
2016-07-05,4.91,2016-09-16,2016-10-07
2016-07-05,4.91,2016-09-23,2016-10-14
2016-07-05,4.91,2016-09-30,2016-10-21
2016-07-05,5.34,2016-09-02,2016-09-30
2016-07-05,5.34,2016-09-09,2016-10-07
2016-07-05,5.34,2016-09-16,2016-10-14
2016-07-05,5.34,2016-09-23,2016-10-21
2016-07-05,5.34,2016-09-30,2016-10-28
2016-07-05,5.79,2016-10-07,2016-10-28
2016-07-05,5.79,2016-10-07,2016-11-04
2016-07-05,5.79,2016-10-14,2016-11-04
2016-07-05,5.79,2016-10-14,2016-11-11
2016-07-05,5.79,2016-10-21,2016-11-11
2016-07-05,5.79,2016-10-21,2016-11-18
2016-07-05,5.79,2016-10-28,2016-11-18
2016-07-05,5.79,2016-10-28,2016-11-25
2016-07-05,24.92,2016-07-22,2016-08-12
2016-07-05,24.92,2016-07-29,2016-08-19
2016-07-05,24.92,2016-07-29,2016-08-26
2016-07-05,24.92,2016-08-05,2016-08-26
2016-07-05,24.92,2016-08-05,2016-09-02
2016-07-05,24.92,2016-08-12,2016-09-02
2016-07-05,24.92,2016-08-12,2016-09-09
2016-07-05,120.00,2016-07-08,2016-07-29
2016-07-05,120.00,2016-07-08,2016-08-05
2016-07-05,120.00,2016-07-15,2016-08-05
2016-07-05,120.00,2016-07-15,2016-08-12
2016-07-06,4.66,2016-08-19,2016-09-09
2016-07-06,4.66,2016-08-19,2016-09-16
2016-07-06,4.66,2016-08-26,2016-09-16
2016-07-06,4.66,2016-08-26,2016-09-23
2016-07-06,4.91,2016-09-02,2016-09-23
2016-07-06,4.91,2016-09-09,2016-09-30
2016-07-06,4.91,2016-09-16,2016-10-07
2016-07-06,4.91,2016-09-23,2016-10-14
2016-07-06,4.91,2016-09-30,2016-10-21
2016-07-06,5.34,2016-09-02,2016-09-30
2016-07-06,5.34,2016-09-09,2016-10-07
2016-07-06,5.34,2016-09-16,2016-10-14
2016-07-06,5.34,2016-09-23,2016-10-21
2016-07-06,5.34,2016-09-30,2016-10-28
2016-07-06,5.79,2016-10-07,2016-10-28
2016-07-06,5.79,2016-10-07,2016-11-04
2016-07-06,5.79,2016-10-14,2016-11-04
2016-07-06,5.79,2016-10-14,2016-11-11
2016-07-06,5.79,2016-10-21,2016-11-11
2016-07-06,5.79,2016-10-21,2016-11-18
2016-07-06,5.79,2016-10-28,2016-11-18
2016-07-06,5.79,2016-10-28,2016-11-25
2016-07-06,24.92,2016-07-22,2016-08-12
2016-07-06,24.92,2016-07-22,2016-08-19
2016-07-06,24.92,2016-07-29,2016-08-19
2016-07-06,24.92,2016-07-29,2016-08-26
2016-07-06,24.92,2016-08-05,2016-08-26
2016-07-06,24.92,2016-08-05,2016-09-02
2016-07-06,24.92,2016-08-12,2016-09-02
2016-07-06,24.92,2016-08-12,2016-09-09
2016-07-06,120.00,2016-07-08,2016-07-29
2016-07-06,120.00,2016-07-08,2016-08-05
2016-07-06,120.00,2016-07-15,2016-08-05
2016-07-06,120.00,2016-07-15,2016-08-12
2016-07-06,4.66,2016-08-19,2016-09-09
2016-07-06,4.66,2016-08-19,2016-09-16
2016-07-06,4.66,2016-08-26,2016-09-16
