Date,Price,Date_From,Date_To
2016-11-17,8.48,2017-03-17,2017-04-07
2016-11-17,8.48,2017-03-24,2017-04-14
2016-11-17,8.48,2017-03-31,2017-04-21
2016-11-17,8.77,2016-11-18,2016-12-09
2016-11-17,8.77,2016-11-18,2016-12-16
2016-11-17,8.77,2016-11-25,2016-12-16
2016-11-17,8.77,2016-11-25,2016-12-23
2016-11-17,8.77,2016-12-02,2016-12-23
2016-11-17,8.77,2016-12-02,2016-12-30
2016-11-17,8.77,2016-12-09,2016-12-30
2016-11-17,8.77,2016-12-09,2017-01-06
2016-11-17,8.77,2016-12-16,2017-01-06
2016-11-17,8.77,2016-12-16,2017-01-13
2016-11-17,9.22,2017-01-06,2017-02-03
2016-11-17,9.22,2017-01-13,2017-02-10
2016-11-17,9.22,2017-01-20,2017-02-17
2016-11-17,9.22,2017-01-27,2017-02-24
2016-11-17,9.22,2017-02-03,2017-03-03
2016-11-17,9.22,2017-02-10,2017-03-10
2016-11-17,9.22,2017-02-17,2017-03-17
2016-11-17,9.22,2017-02-24,2017-03-24
2016-11-17,9.22,2017-03-03,2017-03-31
2016-11-17,9.22,2017-03-10,2017-04-07
2016-11-17,9.22,2017-03-17,2017-04-14
2016-11-17,9.22,2017-03-24,2017-04-21
2016-11-17,9.22,2017-03-31,2017-04-28
2016-11-17,13.03,2016-12-23,2017-01-13
2016-11-17,13.03,2016-12-30,2017-01-20
2016-11-17,14.16,2016-12-23,2017-01-20
2016-11-17,14.16,2016-12-30,2017-01-27
2016-11-17,17.14,2017-08-25,2017-09-15
2016-11-17,17.14,2017-08-25,2017-09-22
2016-11-17,17.14,2017-09-01,2017-09-22
2016-11-17,17.14,2017-09-01,2017-09-29
2016-11-17,17.14,2017-09-08,2017-09-29
2016-11-17,17.14,2017-09-08,2017-10-06
2016-11-17,17.14,2017-09-15,2017-10-06
2016-11-17,17.14,2017-09-15,2017-10-13
2016-11-17,17.14,2017-09-22,2017-10-13
2016-11-17,17.14,2017-09-22,2017-10-20
2016-11-17,17.14,2017-09-29,2017-10-20
2016-11-17,17.14,2017-09-29,2017-10-27
2016-11-17,19.27,2017-04-07,2017-04-28
2016-11-17,19.27,2017-04-14,2017-05-05
2016-11-17,19.71,2017-04-21,2017-05-12
2016-11-17,19.71,2017-04-21,2017-05-19
2016-11-17,19.71,2017-04-28,2017-05-19
2016-11-17,19.71,2017-04-28,2017-05-26
2016-11-17,19.71,2017-05-05,2017-05-26
2016-11-17,19.71,2017-05-05,2017-06-02
2016-11-17,19.71,2017-05-12,2017-06-02
2016-11-17,19.71,2017-05-12,2017-06-09
2016-11-17,19.71,2017-05-19,2017-06-09
2016-11-17,19.71,2017-05-19,2017-06-16
2016-11-17,19.71,2017-05-26,2017-06-16
2016-11-17,19.71,2017-05-26,2017-06-23
2016-11-17,19.71,2017-06-02,2017-06-23
2016-11-17,19.71,2017-06-02,2017-06-30
2016-11-17,19.71,2017-06-09,2017-06-30
2016-11-17,19.71,2017-06-09,2017-07-07
2016-11-17,19.71,2017-06-16,2017-07-07
2016-11-17,19.71,2017-06-16,2017-07-14
2016-11-17,19.71,2017-06-23,2017-07-14
2016-11-17,19.71,2017-06-23,2017-07-21
2016-11-17,19.71,2017-06-30,2017-07-21
2016-11-17,19.71,2017-06-30,2017-07-28
2016-11-17,20.95,2017-04-07,2017-05-05
2016-11-17,20.95,2017-04-14,2017-05-12
2016-11-17,23.54,2017-07-07,2017-07-28
2016-11-17,23.54,2017-07-07,2017-08-04
2016-11-17,23.54,2017-07-14,2017-08-04
2016-11-17,23.54,2017-07-14,2017-08-11
2016-11-17,23.54,2017-07-21,2017-08-11
2016-11-17,23.54,2017-07-21,2017-08-18
2016-11-17,23.54,2017-07-28,2017-08-18
2016-11-17,23.54,2017-07-28,2017-08-25
2016-11-17,23.54,2017-08-04,2017-08-25
2016-11-17,23.54,2017-08-04,2017-09-01
2016-11-17,23.54,2017-08-11,2017-09-01
2016-11-17,23.54,2017-08-11,2017-09-08
2016-11-17,23.54,2017-08-18,2017-09-08
2016-11-17,23.54,2017-08-18,2017-09-15
2016-11-18,8.48,2017-01-06,2017-01-27
2016-11-18,8.48,2017-01-13,2017-02-03
2016-11-18,8.48,2017-01-20,2017-02-10
2016-11-18,8.48,2017-01-27,2017-02-17
2016-11-18,8.48,2017-02-03,2017-02-24
2016-11-18,8.48,2017-02-10,2017-03-03
2016-11-18,8.48,2017-02-17,2017-03-10
2016-11-18,8.48,2017-02-24,2017-03-17
2016-11-18,8.48,2017-03-03,2017-03-24
2016-11-18,8.48,2017-03-10,2017-03-31
2016-11-18,8.48,2017-03-17,2017-04-07
2016-11-18,8.48,2017-03-24,2017-04-14
2016-11-18,8.48,2017-03-31,2017-04-21
2016-11-18,8.77,2016-11-18,2016-12-09
2016-11-18,8.77,2016-11-18,2016-12-16
2016-11-18,8.77,2016-11-25,2016-12-16
2016-11-18,8.77,2016-11-25,2016-12-23
2016-11-18,8.77,2016-12-02,2016-12-23
2016-11-18,8.77,2016-12-02,2016-12-30
2016-11-18,8.77,2016-12-09,2016-12-30
2016-11-18,8.77,2016-12-09,2017-01-06
2016-11-18,8.77,2016-12-16,2017-01-06
2016-11-18,8.77,2016-12-16,2017-01-13
2016-11-18,9.22,2017-01-06,2017-02-03
2016-11-18,9.22,2017-01-13,2017-02-10
2016-11-18,9.22,2017-01-20,2017-02-17
2016-11-18,9.22,2017-01-27,2017-02-24
2016-11-18,9.22,2017-02-03,2017-03-03
2016-11-18,9.22,2017-02-10,2017-03-10
2016-11-18,9.22,2017-02-17,2017-03-17
2016-11-18,9.22,2017-02-24,2017-03-24
2016-11-18,9.22,2017-03-03,2017-03-31
2016-11-18,9.22,2017-03-10,2017-04-07
2016-11-18,9.22,2017-03-17,2017-04-14
2016-11-18,9.22,2017-03-24,2017-04-21
2016-11-18,9.22,2017-03-31,2017-04-28
2016-11-18,13.03,2016-12-23,2017-01-13
2016-11-18,13.03,2016-12-30,2017-01-20
2016-11-18,14.16,2016-12-23,2017-01-20
2016-11-18,14.16,2016-12-30,2017-01-27
2016-11-18,17.14,2017-08-25,2017-09-15
2016-11-18,17.14,2017-08-25,2017-09-22
2016-11-18,17.14,2017-09-01,2017-09-22
2016-11-18,17.14,2017-09-01,2017-09-29
2016-11-18,17.14,2017-09-08,2017-09-29
2016-11-18,17.14,2017-09-08,2017-10-06
2016-11-18,17.14,2017-09-15,2017-10-06
2016-11-18,17.14,2017-09-15,2017-10-13
2016-11-18,17.14,2017-09-22,2017-10-13
2016-11-18,17.14,2017-09-22,2017-10-20
2016-11-18,17.14,2017-09-29,2017-10-20
2016-11-18,19.27,2017-04-07,2017-04-28
2016-11-18,19.27,2017-04-14,2017-05-05
2016-11-18,19.71,2017-04-21,2017-05-12
2016-11-18,19.71,2017-04-21,2017-05-19
2016-11-18,19.71,2017-04-28,2017-05-19
2016-11-18,19.71,2017-04-28,2017-05-26
2016-11-18,19.71,2017-05-05,2017-05-26
2016-11-18,19.71,2017-05-05,2017-06-02
2016-11-18,19.71,2017-05-12,2017-06-02
2016-11-18,19.71,2017-05-12,2017-06-09
2016-11-18,19.71,2017-05-19,2017-06-09
2016-11-18,19.71,2017-05-19,2017-06-16
2016-11-18,19.71,2017-05-26,2017-06-16
2016-11-18,19.71,2017-05-26,2017-06-23
2016-11-18,19.71,2017-06-02,2017-06-23
2016-11-18,19.71,2017-06-02,2017-06-30
2016-11-18,19.71,2017-06-09,2017-06-30
2016-11-18,19.71,2017-06-09,2017-07-07
2016-11-18,19.71,2017-06-16,2017-07-07
2016-11-18,19.71,2017-06-16,2017-07-14
2016-11-18,19.71,2017-06-23,2017-07-14
2016-11-18,19.71,2017-06-23,2017-07-21
2016-11-18,19.71,2017-06-30,2017-07-21
2016-11-18,19.71,2017-06-30,2017-07-28
2016-11-18,20.95,2017-04-07,2017-05-05
2016-11-18,20.95,2017-04-14,2017-05-12
2016-11-18,23.54,2017-07-07,2017-07-28
2016-11-18,23.54,2017-07-07,2017-08-04
2016-11-18,23.54,2017-07-14,2017-08-04
2016-11-18,23.54,2017-07-14,2017-08-11
2016-11-18,23.54,2017-07-21,2017-08-11
2016-11-18,23.54,2017-07-21,2017-08-18
2016-11-18,23.54,2017-07-28,2017-08-18
2016-11-18,23.54,2017-07-28,2017-08-25
2016-11-18,23.54,2017-08-04,2017-08-25
2016-11-18,23.54,2017-08-04,2017-09-01
2016-11-18,23.54,2017-08-11,2017-09-01
2016-11-18,23.54,2017-08-11,2017-09-08
2016-11-18,23.54,2017-08-18,2017-09-08
2016-11-18,23.54,2017-08-18,2017-09-15
2016-11-18,8.48,2017-01-06,2017-01-27
2016-11-18,8.48,2017-01-13,2017-02-03
2016-11-18,8.48,2017-01-20,2017-02-10
2016-11-18,8.48,2017-01-27,2017-02-17
2016-11-18,8.48,2017-02-03,2017-02-24
2016-11-18,8.48,2017-02-10,2017-03-03
2016-11-18,8.48,2017-02-17,2017-03-10
2016-11-18,8.48,2017-02-24,2017-03-17
2016-11-18,8.48,2017-03-03,2017-03-24
2016-11-18,8.48,2017-03-10,2017-03-31
2016-11-18,8.48,2017-03-17,2017-04-07
2016-11-18,8.48,2017-03-24,2017-04-14
2016-11-18,8.48,2017-03-31,2017-04-21
2016-11-18,8.77,2016-11-18,2016-12-09
2016-11-18,8.77,2016-11-18,2016-12-16
2016-11-18,8.77,2016-11-25,2016-12-16
2016-11-18,8.77,2016-11-25,2016-12-23
2016-11-18,8.77,2016-12-02,2016-12-23
2016-11-18,8.77,2016-12-02,2016-12-30
2016-11-18,8.77,2016-12-09,2016-12-30
2016-11-18,8.77,2016-12-09,2017-01-06
2016-11-18,8.77,2016-12-16,2017-01-06
2016-11-18,8.77,2016-12-16,2017-01-13
2016-11-18,9.22,2017-01-06,2017-02-03
2016-11-18,9.22,2017-01-13,2017-02-10
2016-11-18,9.22,2017-01-20,2017-02-17
2016-11-18,9.22,2017-01-27,2017-02-24
2016-11-18,9.22,2017-02-03,2017-03-03
2016-11-18,9.22,2017-02-10,2017-03-10
2016-11-18,9.22,2017-02-17,2017-03-17
2016-11-18,9.22,2017-02-24,2017-03-24
2016-11-18,9.22,2017-03-03,2017-03-31
2016-11-18,9.22,2017-03-10,2017-04-07
2016-11-18,9.22,2017-03-17,2017-04-14
2016-11-18,9.22,2017-03-24,2017-04-21
2016-11-18,9.22,2017-03-31,2017-04-28
2016-11-18,13.03,2016-12-23,2017-01-13
2016-11-18,13.03,2016-12-30,2017-01-20
2016-11-18,14.16,2016-12-23,2017-01-20
2016-11-18,14.16,2016-12-30,2017-01-27
2016-11-18,17.14,2017-08-25,2017-09-15
2016-11-18,17.14,2017-08-25,2017-09-22
2016-11-18,17.14,2017-09-01,2017-09-22
2016-11-18,17.14,2017-09-01,2017-09-29
2016-11-18,17.14,2017-09-08,2017-09-29
2016-11-18,17.14,2017-09-08,2017-10-06
2016-11-18,17.14,2017-09-15,2017-10-06
2016-11-18,17.14,2017-09-15,2017-10-13
2016-11-18,17.14,2017-09-22,2017-10-13
2016-11-18,17.14,2017-09-22,2017-10-20
2016-11-18,17.14,2017-09-29,2017-10-20
2016-11-18,17.14,2017-09-29,2017-10-27
2016-11-18,19.27,2017-04-07,2017-04-28
2016-11-18,19.27,2017-04-14,2017-05-05
2016-11-18,19.71,2017-04-21,2017-05-12
2016-11-18,19.71,2017-04-21,2017-05-19
2016-11-18,19.71,2017-04-28,2017-05-19
2016-11-18,19.71,2017-04-28,2017-05-26
2016-11-18,19.71,2017-05-05,2017-05-26
2016-11-18,19.71,2017-05-05,2017-06-02
2016-11-18,19.71,2017-05-12,2017-06-02
2016-11-18,19.71,2017-05-12,2017-06-09
2016-11-18,19.71,2017-05-19,2017-06-09
2016-11-18,19.71,2017-05-19,2017-06-16
2016-11-18,19.71,2017-05-26,2017-06-16
2016-11-18,19.71,2017-05-26,2017-06-23
2016-11-18,19.71,2017-06-02,2017-06-23
2016-11-18,19.71,2017-06-02,2017-06-30
2016-11-18,19.71,2017-06-09,2017-06-30
2016-11-18,19.71,2017-06-09,2017-07-07
2016-11-18,19.71,2017-06-16,2017-07-07
2016-11-18,19.71,2017-06-16,2017-07-14
2016-11-18,19.71,2017-06-23,2017-07-14
2016-11-18,19.71,2017-06-23,2017-07-21
2016-11-18,19.71,2017-06-30,2017-07-21
2016-11-18,19.71,2017-06-30,2017-07-28
2016-11-18,20.95,2017-04-07,2017-05-05
2016-11-18,20.95,2017-04-14,2017-05-12
2016-11-18,23.54,2017-07-07,2017-07-28
2016-11-18,23.54,2017-07-07,2017-08-04
2016-11-18,23.54,2017-07-14,2017-08-04
2016-11-18,23.54,2017-07-14,2017-08-11
2016-11-18,23.54,2017-07-21,2017-08-11
2016-11-18,23.54,2017-07-21,2017-08-18
2016-11-18,23.54,2017-07-28,2017-08-18
2016-11-18,23.54,2017-07-28,2017-08-25
2016-11-18,23.54,2017-08-04,2017-08-25
2016-11-18,23.54,2017-08-04,2017-09-01
2016-11-18,23.54,2017-08-11,2017-09-01
2016-11-18,23.54,2017-08-11,2017-09-08
2016-11-18,23.54,2017-08-18,2017-09-08
2016-11-18,23.54,2017-08-18,2017-09-15
2016-11-18,8.48,2017-01-06,2017-01-27
2016-11-18,8.48,2017-01-13,2017-02-03
2016-11-18,8.48,2017-01-20,2017-02-10
2016-11-18,8.48,2017-01-27,2017-02-17
2016-11-18,8.48,2017-02-03,2017-02-24
2016-11-18,8.48,2017-02-10,2017-03-03
2016-11-18,8.48,2017-02-17,2017-03-10
2016-11-18,8.48,2017-02-24,2017-03-17
2016-11-18,8.48,2017-03-03,2017-03-24
2016-11-18,8.48,2017-03-10,2017-03-31
2016-11-18,8.48,2017-03-17,2017-04-07
2016-11-18,8.48,2017-03-24,2017-04-14
2016-11-18,8.48,2017-03-31,2017-04-21
2016-11-18,8.77,2016-11-25,2016-12-16
2016-11-18,8.77,2016-11-25,2016-12-23
2016-11-18,8.77,2016-12-02,2016-12-23
2016-11-18,8.77,2016-12-02,2016-12-30
2016-11-18,8.77,2016-12-09,2016-12-30
2016-11-18,8.77,2016-12-09,2017-01-06
2016-11-18,8.77,2016-12-16,2017-01-06
2016-11-18,8.77,2016-12-16,2017-01-13
2016-11-18,9.22,2017-01-06,2017-02-03
2016-11-18,9.22,2017-01-13,2017-02-10
2016-11-18,9.22,2017-01-20,2017-02-17
2016-11-18,9.22,2017-01-27,2017-02-24
2016-11-18,9.22,2017-02-03,2017-03-03
2016-11-18,9.22,2017-02-10,2017-03-10
2016-11-18,9.22,2017-02-17,2017-03-17
2016-11-18,9.22,2017-02-24,2017-03-24
2016-11-18,9.22,2017-03-03,2017-03-31
2016-11-18,9.22,2017-03-10,2017-04-07
2016-11-18,9.22,2017-03-17,2017-04-14
2016-11-18,9.22,2017-03-24,2017-04-21
2016-11-18,9.22,2017-03-31,2017-04-28
2016-11-18,13.03,2016-12-23,2017-01-13
2016-11-18,13.03,2016-12-30,2017-01-20
2016-11-18,14.16,2016-12-23,2017-01-20
2016-11-18,14.16,2016-12-30,2017-01-27
2016-11-18,17.14,2017-08-25,2017-09-15
2016-11-18,17.14,2017-08-25,2017-09-22
2016-11-18,17.14,2017-09-01,2017-09-22
2016-11-18,17.14,2017-09-01,2017-09-29
2016-11-18,17.14,2017-09-08,2017-09-29
2016-11-18,17.14,2017-09-08,2017-10-06
2016-11-18,17.14,2017-09-15,2017-10-06
2016-11-18,17.14,2017-09-15,2017-10-13
2016-11-18,17.14,2017-09-22,2017-10-13
2016-11-18,17.14,2017-09-22,2017-10-20
2016-11-18,17.14,2017-09-29,2017-10-20
2016-11-18,17.14,2017-09-29,2017-10-27
2016-11-18,19.27,2017-04-07,2017-04-28
2016-11-18,19.27,2017-04-14,2017-05-05
2016-11-18,19.71,2017-04-21,2017-05-12
2016-11-18,19.71,2017-04-21,2017-05-19
2016-11-18,19.71,2017-04-28,2017-05-19
2016-11-18,19.71,2017-04-28,2017-05-26
2016-11-18,19.71,2017-05-05,2017-05-26
2016-11-18,19.71,2017-05-05,2017-06-02
2016-11-18,19.71,2017-05-12,2017-06-02
2016-11-18,19.71,2017-05-12,2017-06-09
2016-11-18,19.71,2017-05-19,2017-06-09
2016-11-18,19.71,2017-05-19,2017-06-16
2016-11-18,19.71,2017-05-26,2017-06-16
2016-11-18,19.71,2017-05-26,2017-06-23
2016-11-18,19.71,2017-06-02,2017-06-23
2016-11-18,19.71,2017-06-02,2017-06-30
2016-11-18,19.71,2017-06-09,2017-06-30
2016-11-18,19.71,2017-06-09,2017-07-07
2016-11-18,19.71,2017-06-16,2017-07-07
2016-11-18,19.71,2017-06-16,2017-07-14
2016-11-18,19.71,2017-06-23,2017-07-14
2016-11-18,19.71,2017-06-23,2017-07-21
2016-11-18,19.71,2017-06-30,2017-07-21
2016-11-18,19.71,2017-06-30,2017-07-28
2016-11-18,20.95,2017-04-07,2017-05-05
2016-11-18,20.95,2017-04-14,2017-05-12
2016-11-18,23.54,2017-07-07,2017-07-28
2016-11-18,23.54,2017-07-07,2017-08-04
2016-11-18,23.54,2017-07-14,2017-08-04
2016-11-18,23.54,2017-07-14,2017-08-11
2016-11-18,23.54,2017-07-21,2017-08-11
2016-11-18,23.54,2017-07-21,2017-08-18
2016-11-18,23.54,2017-07-28,2017-08-18
2016-11-18,23.54,2017-07-28,2017-08-25
2016-11-18,23.54,2017-08-04,2017-08-25
2016-11-18,23.54,2017-08-04,2017-09-01
2016-11-18,23.54,2017-08-11,2017-09-01
2016-11-18,23.54,2017-08-11,2017-09-08
2016-11-18,23.54,2017-08-18,2017-09-08
2016-11-18,23.54,2017-08-18,2017-09-15
2016-11-20,8.48,2017-01-06,2017-01-27
2016-11-20,8.48,2017-01-13,2017-02-03
2016-11-20,8.48,2017-01-20,2017-02-10
2016-11-20,8.48,2017-01-27,2017-02-17
2016-11-20,8.48,2017-02-03,2017-02-24
2016-11-20,8.48,2017-02-10,2017-03-03
2016-11-20,8.48,2017-02-17,2017-03-10
2016-11-20,8.48,2017-02-24,2017-03-17
2016-11-20,8.48,2017-03-03,2017-03-24
2016-11-20,8.48,2017-03-10,2017-03-31
2016-11-20,8.48,2017-03-17,2017-04-07
2016-11-20,8.48,2017-03-24,2017-04-14
2016-11-20,8.48,2017-03-31,2017-04-21
2016-11-20,8.77,2016-11-25,2016-12-16
2016-11-20,8.77,2016-11-25,2016-12-23
2016-11-20,8.77,2016-12-02,2016-12-23
2016-11-20,8.77,2016-12-02,2016-12-30
2016-11-20,8.77,2016-12-09,2016-12-30
2016-11-20,8.77,2016-12-09,2017-01-06
2016-11-20,8.77,2016-12-16,2017-01-06
2016-11-20,8.77,2016-12-16,2017-01-13
2016-11-20,9.22,2017-01-06,2017-02-03
2016-11-20,9.22,2017-01-20,2017-02-17
2016-11-20,9.22,2017-01-27,2017-02-24
2016-11-20,9.22,2017-02-03,2017-03-03
2016-11-20,9.22,2017-02-10,2017-03-10
2016-11-20,9.22,2017-02-17,2017-03-17
2016-11-20,9.22,2017-02-24,2017-03-24
2016-11-20,9.22,2017-03-03,2017-03-31
2016-11-20,9.22,2017-03-10,2017-04-07
2016-11-20,9.22,2017-03-17,2017-04-14
2016-11-20,9.22,2017-03-24,2017-04-21
2016-11-20,9.22,2017-03-31,2017-04-28
2016-11-20,13.03,2016-12-23,2017-01-13
2016-11-20,13.03,2016-12-30,2017-01-20
2016-11-20,14.16,2016-12-23,2017-01-20
2016-11-20,14.16,2016-12-30,2017-01-27
2016-11-20,17.14,2017-08-25,2017-09-15
2016-11-20,17.14,2017-08-25,2017-09-22
2016-11-20,17.14,2017-09-01,2017-09-22
2016-11-20,17.14,2017-09-01,2017-09-29
2016-11-20,17.14,2017-09-08,2017-09-29
2016-11-20,17.14,2017-09-08,2017-10-06
2016-11-20,17.14,2017-09-15,2017-10-06
2016-11-20,17.14,2017-09-15,2017-10-13
2016-11-20,17.14,2017-09-22,2017-10-13
2016-11-20,17.14,2017-09-22,2017-10-20
2016-11-20,17.14,2017-09-29,2017-10-20
2016-11-20,17.14,2017-09-29,2017-10-27
2016-11-20,19.27,2017-04-07,2017-04-28
2016-11-20,19.27,2017-04-14,2017-05-05
2016-11-20,19.71,2017-04-21,2017-05-12
2016-11-20,19.71,2017-04-21,2017-05-19
2016-11-20,19.71,2017-04-28,2017-05-19
2016-11-20,19.71,2017-04-28,2017-05-26
2016-11-20,19.71,2017-05-05,2017-05-26
2016-11-20,19.71,2017-05-05,2017-06-02
2016-11-20,19.71,2017-05-12,2017-06-02
2016-11-20,19.71,2017-05-12,2017-06-09
2016-11-20,19.71,2017-05-19,2017-06-09
2016-11-20,19.71,2017-05-19,2017-06-16
2016-11-20,19.71,2017-05-26,2017-06-16
2016-11-20,19.71,2017-05-26,2017-06-23
2016-11-20,19.71,2017-06-02,2017-06-23
2016-11-20,19.71,2017-06-02,2017-06-30
2016-11-20,19.71,2017-06-09,2017-06-30
2016-11-20,19.71,2017-06-09,2017-07-07
2016-11-20,19.71,2017-06-16,2017-07-07
2016-11-20,19.71,2017-06-16,2017-07-14
2016-11-20,19.71,2017-06-23,2017-07-14
2016-11-20,19.71,2017-06-23,2017-07-21
2016-11-20,19.71,2017-06-30,2017-07-21
2016-11-20,19.71,2017-06-30,2017-07-28
2016-11-20,20.95,2017-04-07,2017-05-05
2016-11-20,20.95,2017-04-14,2017-05-12
2016-11-20,23.54,2017-07-07,2017-07-28
2016-11-20,23.54,2017-07-07,2017-08-04
2016-11-20,23.54,2017-07-14,2017-08-04
2016-11-20,23.54,2017-07-14,2017-08-11
2016-11-20,23.54,2017-07-21,2017-08-11
2016-11-20,23.54,2017-07-21,2017-08-18
2016-11-20,23.54,2017-07-28,2017-08-18
2016-11-20,23.54,2017-07-28,2017-08-25
2016-11-20,23.54,2017-08-04,2017-08-25
2016-11-20,23.54,2017-08-04,2017-09-01
2016-11-20,23.54,2017-08-11,2017-09-01
2016-11-20,23.54,2017-08-11,2017-09-08
2016-11-20,23.54,2017-08-18,2017-09-08
2016-11-20,23.54,2017-08-18,2017-09-15
2016-11-20,8.48,2017-01-06,2017-01-27
2016-11-20,8.48,2017-01-13,2017-02-03
2016-11-20,8.48,2017-01-20,2017-02-10
2016-11-20,8.48,2017-01-27,2017-02-17
2016-11-20,8.48,2017-02-03,2017-02-24
2016-11-20,8.48,2017-02-10,2017-03-03
2016-11-20,8.48,2017-02-17,2017-03-10
2016-11-20,8.48,2017-02-24,2017-03-17
2016-11-20,8.48,2017-03-03,2017-03-24
2016-11-20,8.48,2017-03-10,2017-03-31
2016-11-20,8.48,2017-03-17,2017-04-07
2016-11-20,8.48,2017-03-24,2017-04-14
2016-11-20,8.48,2017-03-31,2017-04-21
2016-11-20,8.77,2016-11-25,2016-12-16
2016-11-20,8.77,2016-11-25,2016-12-23
2016-11-20,8.77,2016-12-02,2016-12-23
2016-11-20,8.77,2016-12-02,2016-12-30
2016-11-20,8.77,2016-12-09,2016-12-30
2016-11-20,8.77,2016-12-09,2017-01-06
2016-11-20,8.77,2016-12-16,2017-01-06
2016-11-20,8.77,2016-12-16,2017-01-13
2016-11-20,9.22,2017-01-06,2017-02-03
2016-11-20,9.22,2017-01-13,2017-02-10
2016-11-20,9.22,2017-01-20,2017-02-17
2016-11-20,9.22,2017-01-27,2017-02-24
2016-11-20,9.22,2017-02-03,2017-03-03
2016-11-20,9.22,2017-02-10,2017-03-10
2016-11-20,9.22,2017-02-17,2017-03-17
2016-11-20,9.22,2017-02-24,2017-03-24
2016-11-20,9.22,2017-03-03,2017-03-31
2016-11-20,9.22,2017-03-10,2017-04-07
2016-11-20,9.22,2017-03-17,2017-04-14
2016-11-20,9.22,2017-03-24,2017-04-21
2016-11-20,9.22,2017-03-31,2017-04-28
2016-11-20,13.03,2016-12-23,2017-01-13
2016-11-20,13.03,2016-12-30,2017-01-20
2016-11-20,14.16,2016-12-23,2017-01-20
2016-11-20,14.16,2016-12-30,2017-01-27
2016-11-20,17.14,2017-08-25,2017-09-15
2016-11-20,17.14,2017-08-25,2017-09-22
2016-11-20,17.14,2017-09-01,2017-09-22
2016-11-20,17.14,2017-09-01,2017-09-29
2016-11-20,17.14,2017-09-08,2017-09-29
2016-11-20,17.14,2017-09-08,2017-10-06
2016-11-20,17.14,2017-09-15,2017-10-06
2016-11-20,17.14,2017-09-15,2017-10-13
2016-11-20,17.14,2017-09-22,2017-10-13
2016-11-20,17.14,2017-09-22,2017-10-20
2016-11-20,17.14,2017-09-29,2017-10-20
2016-11-20,17.14,2017-09-29,2017-10-27
2016-11-20,19.27,2017-04-07,2017-04-28
2016-11-20,19.27,2017-04-14,2017-05-05
2016-11-20,19.71,2017-04-21,2017-05-12
2016-11-20,19.71,2017-04-21,2017-05-19
2016-11-20,19.71,2017-04-28,2017-05-19
2016-11-20,19.71,2017-04-28,2017-05-26
2016-11-20,19.71,2017-05-05,2017-05-26
2016-11-20,19.71,2017-05-05,2017-06-02
2016-11-20,19.71,2017-05-12,2017-06-02
2016-11-20,19.71,2017-05-12,2017-06-09
2016-11-20,19.71,2017-05-19,2017-06-09
2016-11-20,19.71,2017-05-19,2017-06-16
2016-11-20,19.71,2017-05-26,2017-06-16
2016-11-20,19.71,2017-05-26,2017-06-23
2016-11-20,19.71,2017-06-02,2017-06-23
2016-11-20,19.71,2017-06-02,2017-06-30
2016-11-20,19.71,2017-06-09,2017-06-30
2016-11-20,19.71,2017-06-09,2017-07-07
2016-11-20,19.71,2017-06-16,2017-07-07
2016-11-20,19.71,2017-06-16,2017-07-14
2016-11-20,19.71,2017-06-23,2017-07-14
2016-11-20,19.71,2017-06-23,2017-07-21
2016-11-20,19.71,2017-06-30,2017-07-21
2016-11-20,19.71,2017-06-30,2017-07-28
2016-11-20,20.95,2017-04-07,2017-05-05
2016-11-20,20.95,2017-04-14,2017-05-12
2016-11-20,23.54,2017-07-07,2017-07-28
2016-11-20,23.54,2017-07-07,2017-08-04
2016-11-20,23.54,2017-07-14,2017-08-04
2016-11-20,23.54,2017-07-14,2017-08-11
2016-11-20,23.54,2017-07-21,2017-08-11
2016-11-20,23.54,2017-07-21,2017-08-18
2016-11-20,23.54,2017-07-28,2017-08-18
2016-11-20,23.54,2017-07-28,2017-08-25
2016-11-20,23.54,2017-08-04,2017-08-25
2016-11-20,23.54,2017-08-04,2017-09-01
2016-11-20,23.54,2017-08-11,2017-09-01
2016-11-20,23.54,2017-08-11,2017-09-08
2016-11-20,23.54,2017-08-18,2017-09-08
2016-11-20,23.54,2017-08-18,2017-09-15
2016-11-21,3.48,2017-01-06,2017-01-27
2016-11-21,3.48,2017-01-13,2017-02-03
2016-11-21,3.48,2017-01-20,2017-02-10
2016-11-21,3.48,2017-01-27,2017-02-17
2016-11-21,3.48,2017-02-03,2017-02-24
2016-11-21,3.48,2017-02-10,2017-03-03
2016-11-21,3.48,2017-02-17,2017-03-10
2016-11-21,3.48,2017-02-24,2017-03-17
2016-11-21,3.48,2017-03-03,2017-03-24
2016-11-21,3.48,2017-03-10,2017-03-31
2016-11-21,3.48,2017-03-17,2017-04-07
2016-11-21,3.48,2017-03-24,2017-04-14
2016-11-21,3.48,2017-03-31,2017-04-21
2016-11-21,3.78,2017-01-06,2017-02-03
2016-11-21,3.78,2017-01-13,2017-02-10
2016-11-21,3.78,2017-01-20,2017-02-17
2016-11-21,3.78,2017-01-27,2017-02-24
2016-11-21,3.78,2017-02-03,2017-03-03
2016-11-21,3.78,2017-02-10,2017-03-10
2016-11-21,3.78,2017-02-17,2017-03-17
2016-11-21,3.78,2017-02-24,2017-03-24
2016-11-21,3.78,2017-03-03,2017-03-31
2016-11-21,3.78,2017-03-10,2017-04-07
2016-11-21,3.78,2017-03-17,2017-04-14
2016-11-21,3.78,2017-03-24,2017-04-21
